"id","Symbol","Company","Marketcap"
"1790","ASTRON","Astron Paper & Board Mill Limited","  15,089 "
"1791","RSSOFTWARE","R. S. Software (India) Limited","  15,052 "
"1792","CENTEXT","Century Extrusions Limited","  15,040 "
"1793","LASA","Lasa Supergenerics Limited","  14,980 "
"1794","KALYANIFRG","Kalyani Forge Limited","  14,918 "
"1795","RMDRIP","R M Drip and Sprinklers Systems Limited","  14,859 "
"1796","CMNL","Chaman Metallics Limited","  14,831 "
"1797","DCM","DCM  Limited","  14,774 "
"1798","MOTOGENFIN","The Motor & General Finance Limited","  14,755 "
"1799","CTE","Cambridge Technology Enterprises Limited","  14,713 "
"1800","IPSL","Integrated Personnel Services Limited","  14,636 "
"1801","CORDSCABLE","Cords Cable Industries Limited","  14,621 "
"1802","PRAENG","Prajay Engineers Syndicate Limited","  14,547 "
"1803","ACCURACY","Accuracy Shipping Limited","  14,529 "
"1804","ANLON","Anlon Technology Solutions Limited","  14,452 "
"1805","AARTECH","Aartech Solonics Limited","  14,265 "
"1806","SUNDARAM","Sundaram Multi Pap Limited","  14,216 "
"1807","SONAMLTD","SONAM LIMITED","  14,211 "
"1808","SURYALAXMI","Suryalakshmi Cotton Mills Limited","  14,179 "
"1809","GOYALALUM","Goyal Aluminiums Limited","  14,131 "
"1810","ARTNIRMAN","Art Nirman Limited","  14,063 "
"1811","GTL","GTL Limited","  13,999 "
"1812","ALKALI","Alkali Metals Limited","  13,879 "
"1813","OMAXAUTO","Omax Autos Limited","  13,859 "
"1814","FLEXITUFF","Flexituff Ventures International Limited","  13,858 "
"1815","MAHASTEEL","Mahamaya Steel Industries Limited","  13,854 "
"1816","SHRADHA","Shradha Infraprojects Limited","  13,729 "
"1817","GOLDKART","Goldkart Jewels Limited","  13,722 "
"1818","TAINWALCHM","Tainwala Chemical and Plastic (I) Limited","  13,709 "
"1819","ANIKINDS","Anik Industries Limited","  13,682 "
"1820","WIPL","The Western India Plywoods Limited","  13,665 "
"1821","SUPREMEINF","Supreme Infrastructure India Limited","  13,582 "
"1822","PULZ","Pulz Electronics Limited","  13,575 "
"1823","SSFL","Srivari Spices And Foods Limited","  13,491 "
"1824","ABCOTS","A B Cotspin India Limited","  13,380 "
"1825","JAINAM","Jainam Ferro Alloys (I) Limited","  13,344 "
"1826","OILCOUNTUB","Oil Country Tubular Limited","  13,265 "
"1827","SECMARK","SecMark Consultancy Limited","  13,238 "
"1828","GRAPHISAD","Graphisads Limited","  13,214 "
"1829","SOTAC","Sotac Pharmaceuticals Limited","  13,039 "
"1830","PIONEEREMB","Pioneer Embroideries Limited","  13,012 "
"1831","GICL","Globe International Carriers Limited","  12,958 "
"1832","AAREYDRUGS","Aarey Drugs & Pharmaceuticals Limited","  12,832 "
"1833","ENERGYDEV","Energy Development Company Limited","  12,683 "
"1834","SHAHALLOYS","Shah Alloys Limited","  12,631 "
"1835","MAL","Mangalam Alloys Limited","  12,627 "
"1836","PATINTLOG","Patel Integrated Logistics Limited","  12,530 "
"1837","SVPGLOB","SVP GLOBAL TEXTILES LIMITED","  12,524 "
"1838","PARIN","Parin Furniture Limited","  12,452 "
"1839","SHREEOSFM","Shree OSFM E-Mobility Limited","  12,420 "
"1840","MITCON","MITCON Consultancy & Engineering Services Limited","  12,411 "
"1841","GANGESSECU","Ganges Securities Limited","  12,410 "
"1842","GTECJAINX","G-TEC JAINX EDUCATION LIMITED","  12,380 "
"1843","OBCL","Orissa Bengal Carrier Limited","  12,355 "
"1844","DOLLEX","Dollex Agrotech Limited","  12,284 "
"1845","MHHL","Mohini Health & Hygiene Limited","  12,264 "
"1846","NITIRAJ","Nitiraj Engineers Limited","  12,188 "
"1847","SIMBHALS","Simbhaoli Sugars Limited","  12,157 "
"1848","TIMESGTY","Times Guaranty Limited","  12,123 "
"1849","VELS","Vels Film International Limited","  12,004 "
"1850","CROWN","Crown Lifters Limited","  11,935 "
"1851","MDL","Marvel Decor Limited","  11,868 "
"1852","DIL","Debock Industries Limited","  11,790 "
"1853","HPIL","Hindprakash Industries Limited","  11,779 "
"1854","PALASHSECU","Palash Securities Limited","  11,734 "
"1855","BLBLIMITED","BLB Limited","  11,710 "
"1856","DBSTOCKBRO","DB (International) Stock Brokers Limited","  11,708 "
"1857","UNIVASTU","Univastu India Limited","  11,706 "
"1858","PRUDMOULI","Prudential Sugar Corporation Limited","  11,675 "
"1859","AAKASH","Aakash Exploration Services Limited","  11,644 "
"1860","AGRITECH","Agri-Tech (India) Limited","  11,553 "
"1861","DAMODARIND","Damodar Industries Limited","  11,522 "
"1862","QUICKTOUCH","Quicktouch Technologies Limited","  11,416 "
"1863","BANKA","Banka BioLoo Limited","  11,405 "
"1864","BVCL","Barak Valley Cements Limited","  11,368 "
"1865","S&SPOWER","S&S Power Switchgears Limited","  11,321 "
"1866","ONDOOR","On Door Concepts Limited","  11,289 "
"1867","TOKYOPLAST","Tokyo Plast International Limited","  11,235 "
"1868","HOMESFY","Homesfy Realty Limited","  11,200 "
"1869","AVROIND","AVRO INDIA LIMITED","  11,172 "
"1870","ZENITHSTL","Zenith Steel Pipes & Industries Limited","  11,169 "
"1871","SYNOPTICS","Synoptics Technologies Limited","  11,151 "
"1872","STEELCITY","Steel City Securities Limited","  11,051 "
"1873","BABAFP","Baba Food Processing (India) Limited","  11,020 "
"1874","HISARMETAL","Hisar Metal Industries Limited","  11,013 "
"1875","AKSHAR","Akshar Spintex Limited","  11,000 "
"1876","MCON","Mcon Rasayan India Limited","  10,874 "
"1877","DGCONTENT","Digicontent Limited","  10,794 "
"1878","SOMICONVEY","Somi Conveyor Beltings Limited","  10,784 "
"1879","RCDL","Rajgor Castor Derivatives Limited","  10,774 "
"1880","MRO-TEK","MRO-TEK Realty Limited","  10,744 "
"1881","AAATECH","AAA Technologies Limited","  10,736 "
"1882","GRCL","Gayatri Rubbers And Chemicals Limited","  10,736 "
"1883","YAARI","Yaari Digital Integrated Services Limited","  10,697 "
"1884","VIVIANA","Viviana Power Tech Limited","  10,680 "
"1885","ARABIAN","Arabian Petroleum Limited","  10,620 "
"1886","GROBTEA","The Grob Tea Company Limited","  10,607 "
"1887","VERTEXPLUS","Vertexplus Technologies Limited","  10,595 "
"1888","MCL","Madhav Copper Limited","  10,559 "
"1889","NIBL","NRB Industrial Bearings Limited","  10,552 "
"1890","MARSHALL","Marshall Machines Limited","  10,517 "
"1891","ARIHANTACA","Arihant Academy Limited","  10,503 "
"1892","KHFM","Khfm Hospitality And Facility Management Services Limited","  10,402 "
"1893","DELTAMAGNT","Delta Manufacturing Limited","  10,385 "
"1894","PRESSTONIC","Presstonic Engineering Limited","  10,297 "
"1895","SAMPANN","Sampann Utpadan India Limited","  10,193 "
"1896","BHANDARI","Bhandari Hosiery Exports Limited","  9,970 "
"1897","PKTEA","The Peria Karamalai Tea & Produce Company Limited","  9,932 "
"1898","LPDC","Landmark Property Development Company Limited","  9,927 "
"1899","HOLMARC","Holmarc Opto-Mechatronics Limited","  9,909 "
"1900","LEMERITE","Le Merite Exports Limited","  9,862 "
"1901","INDSWFTLTD","Ind-Swift Limited","  9,858 "
"1902","MBECL","Mcnally Bharat Engineering Company Limited","  9,813 "
"1903","MAGSON","Magson Retail And Distribution Limited","  9,801 "
"1904","CINEVISTA","Cinevista Limited","  9,707 "
"1905","PANACHE","Panache Digilife Limited","  9,678 "
"1906","FIBERWEB","Fiberweb (India) Limited","  9,674 "
"1907","ARCHIES","Archies Limited","  9,661 "
"1908","REGENCERAM","Regency Ceramics Limited","  9,585 "
"1909","TPHQ","Teamo Productions HQ Limited","  9,473 "
"1910","AATMAJ","Aatmaj Healthcare Limited","  9,413 "
"1911","SHEETAL","Sheetal Universal Limited","  9,405 "
"1912","SETCO","Setco Automotive Limited","  9,364 "
"1913","PROLIFE","Prolife Industries Limited","  9,335 "
"1914","CELEBRITY","Celebrity Fashions Limited","  9,243 "
"1915","HECPROJECT","HEC Infra Projects Limited","  9,231 "
"1916","GLOBALPET","Global Pet Industries Limited","  9,200 "
"1917","MARCO","Marco Cables & Conductors Limited","  9,181 "
"1918","AGROPHOS","Agro Phos India Limited","  9,164 "
"1919","HOVS","HOV Services Limited","  9,131 "
"1920","CUBEXTUB","Cubex Tubings Limited","  9,128 "
"1921","AUSOMENT","Ausom Enterprise Limited","  9,087 "
"1922","KARMAENG","Karma Energy Limited","  9,071 "
"1923","DHRUV","Dhruv Consultancy Services Limited","  9,064 "
"1924","WEWIN","WE WIN LIMITED","  9,053 "
"1925","PENTAGON","Pentagon Rubber Limited","  9,021 "
"1926","AUROIMPEX","Auro Impex  & Chemicals Limited","  9,010 "
"1927","ATALREAL","Atal Realtech Limited","  8,992 "
"1928","TREEHOUSE","Tree House Education & Accessories Limited","  8,885 "
"1929","VINNY","Vinny Overseas Limited","  8,840 "
"1930","BIOFILCHEM","Biofil Chemicals & Pharmaceuticals Limited","  8,812 "
"1931","AMBANIORG","Ambani Organics Limited","  8,788 "
"1932","GOLDENTOBC","Golden Tobacco Limited","  8,734 "
"1933","RELIABLE","Reliable Data Services Limited","  8,669 "
"1934","ZENITHEXPO","Zenith Exports Limited","  8,658 "
"1935","MONOPHARMA","Mono Pharmacare Limited","  8,658 "
"1936","ASHOKAMET","Ashoka Metcast Limited","  8,624 "
"1937","VASWANI","Vaswani Industries Limited","  8,610 "
"1938","INSPIRE","Inspire Films Limited","  8,574 "
"1939","PRITIKA","Pritika Engineering Components Limited","  8,569 "
"1940","KEYFINSERV","Keynote Financial Services Limited","  8,562 "
"1941","LEXUS","Lexus Granito (India) Limited","  8,540 "
"1942","CPS","C P S Shapers Limited","  8,503 "
"1943","CELLPOINT","Cell Point (India) Limited","  8,446 "
"1944","PODDARHOUS","Poddar Housing and Development Limited","  8,441 "
"1945","ORIENTLTD","Orient Press Limited","  8,375 "
"1946","MORARJEE","Morarjee Textiles Limited","  8,320 "
"1947","MAITREYA","Maitreya Medicare Limited","  8,307 "
"1948","SHIVAMILLS","Shiva Mills Limited","  8,305 "
"1949","PRAMARA","Pramara Promotions Limited","  8,267 "
"1950","CEREBRAINT","Cerebra Integrated Technologies Limited","  8,231 "
"1951","MAHICKRA","Mahickra Chemicals Limited","  8,212 "
"1952","NAGREEKEXP","Nagreeka Exports Limited","  8,169 "
"1953","MICROPRO","Micropro Software Solutions Limited","  8,165 "
"1954","TRIDHYA","Tridhya Tech Limited","  8,104 "
"1955","SECURCRED","SecUR Credentials Limited","  8,089 "
"1956","CLSL","Crop Life Science Limited","  8,030 "
"1957","VIAZ","Viaz Tyres Limited","  8,024 "
"1958","AKG","Akg Exim Limited","  7,928 "
"1959","TERASOFT","Tera Software Limited","  7,770 "
"1960","AVSL","AVSL Industries Limited","  7,767 "
"1961","TAPIFRUIT","Tapi Fruit Processing Limited","  7,759 "
"1962","SCML","Sharp Chucks and Machines Limited","  7,747 "
"1963","COMPINFO","Compuage Infocom Limited","  7,719 "
"1964","JAIPURKURT","Nandani Creation Limited","  7,701 "
"1965","GSTL","Globesecure Technologies Limited","  7,674 "
"1966","SHRENIK","Shrenik Limited","  7,650 "
"1967","SAMBHAAV","Sambhaav Media Limited","  7,549 "
"1968","SHUBHLAXMI","Shubhlaxmi Jewel Art Limited","  7,541 "
"1969","VINEETLAB","Vineet Laboratories Limited","  7,527 "
"1970","MOKSH","Moksh Ornaments Limited","  7,512 "
"1971","AROGRANITE","Aro Granite Industries Limited","  7,466 "
"1972","KANANIIND","Kanani Industries Limited","  7,371 "
"1973","PARASPETRO","Paras Petrofils Limited","  7,353 "
"1974","SOMATEX","Soma Textiles & Industries Limited","  7,234 "
"1975","ICDSLTD","ICDS Limited","  7,204 "
"1976","PNC","Pritish Nandy Communications Limited","  7,190 "
"1977","ACSAL","Arvind and Company Shipping Agencies Limited","  7,180 "
"1978","ROML","Raj Oil Mills Limited","  7,127 "
"1979","UCL","Ushanti Colour Chem Limited","  7,117 "
"1980","BMETRICS","Bombay Metrics Supply Chain Limited","  7,074 "
"1981","GANGAFORGE","Ganga Forging Limited","  7,046 "
"1982","MANUGRAPH","Manugraph India Limited","  7,011 "
"1983","SITINET","Siti Networks Limited","  6,976 "
"1984","ANKITMETAL","Ankit Metal & Power Limited","  6,844 "
"1985","MALUPAPER","Malu Paper Mills Limited","  6,738 "
"1986","SHANTHALA","Shanthala FMCG Products Limited","  6,668 "
"1987","AARVEEDEN","Aarvee Denims & Exports Limited","  6,616 "
"1988","UWCSL","Ultra Wiring Connectivity System Limited","  6,609 "
"1989","BANG","Bang Overseas Limited","  6,529 "
"1990","SIDDHIKA","Siddhika Coatings Limited","  6,519 "
"1991","PIGL","Power & Instrumentation (Gujarat) Limited","  6,508 "
"1992","SERVICE","Service Care Limited","  6,393 "
"1993","MAKS","Maks Energy Solutions India Limited","  6,380 "
"1994","BANARBEADS","Banaras Beads Limited","  6,344 "
"1995","REXPIPES","Rex Pipes And Cables Industries Limited","  6,303 "
"1996","AISL","ANI Integrated Services Limited","  6,282 "
"1997","NGIL","Nakoda Group of Industries Limited","  6,235 "
"1998","AKASH","Akash Infra-Projects Limited","  6,214 "
"1999","ISHAN","Ishan International Limited","  6,109 "
"2000","TFL","Transwarranty Finance Limited","  6,051 "
"2001","CBAZAAR","Net Avenue Technologies Limited","  6,007 "
"2002","DNAMEDIA","Diligent Media Corporation Limited","  6,003 "
"2003","GLOBE","Globe Textiles (India) Limited","  5,970 "
"2004","COMMITTED","Committed Cargo Care Limited","  5,945 "
"2005","JETFREIGHT","Jet Freight Logistics Limited","  5,916 "
"2006","UMA","Uma Converter Limited","  5,869 "
"2007","SPYL","Shekhawati Poly-Yarn Limited","  5,860 "
"2008","FLFL","Future Lifestyle Fashions Limited","  5,851 "
"2009","YCCL","Yasons Chemex Care Limited","  5,830 "
"2010","BDR","BDR Buildcon Limited","  5,824 "
"2011","PRECISION","Precision Metaliks Limited","  5,739 "
"2012","MASTER","Master Components Limited","  5,718 "
"2013","DKEGL","D.K. Enterprises Global Limited","  5,706 "
"2014","EXCEL","Excel Realty N Infra Limited","  5,643 "
"2015","DESTINY","Destiny Logistics & Infra Limited","  5,617 "
"2016","AJOONI","Ajooni Biotech Limited","  5,607 "
"2017","SANGANI","Sangani Hospitals Limited","  5,600 "
"2018","WOMANCART","Womancart Limited","  5,542 "
"2019","MADHAV","Madhav Marbles and Granites Limited","  5,485 "
"2020","LFIC","Lakshmi Finance & Industrial Corporation Limited","  5,472 "
"2021","BURNPUR","Burnpur Cement Limited","  5,426 "
"2022","SEYAIND","Seya Industries Limited","  5,420 "
"2023","JETKNIT","Jet Knitwears Limited","  5,390 "
"2024","MILTON","Milton Industries Limited","  5,345 "
"2025","VSCL","Vadivarhe Speciality Chemicals Limited","  5,343 "
"2026","PEARLPOLY","Pearl Polymers Limited","  5,295 "
"2027","HBSL","HB Stockholdings Limited","  5,268 "
"2028","OMFURN","Omfurn India Limited","  5,207 "
"2029","MADHUCON","Madhucon Projects Limited","  5,166 "
"2030","ABMINTLLTD","ABM International Limited","  5,165 "
"2031","AMBICAAGAR","Ambica Agarbathies & Aroma industries Limited","  5,145 "
"2032","ADL","Archidply Decor Limited","  5,127 "
"2033","KEEPLEARN","DSJ Keep Learning Limited","  5,080 "
"2034","BINANIIND","Binani Industries Limited","  5,066 "
"2035","RKDL","Ravi Kumar Distilleries Limited","  5,052 "
"2036","AGNI","Agni Green Power Limited","  5,020 "
"2037","CMRSL","Cyber Media Research & Services Limited","  5,007 "
"2038","SUULD","Suumaya Industries Limited","  4,989 "
"2039","INDIFRA","Indifra Limited","  4,986 "
"2040","CYBERMEDIA","Cyber Media (India) Limited","  4,943 "
"2041","TCLCONS","Tantia Constructions Limited","  4,932 "
"2042","SANGINITA","Sanginita Chemicals Limited","  4,878 "
"2043","TIMESCAN","Timescan Logistics (India) Limited","  4,857 "
"2044","FSC","Future Supply Chain Solutions Limited","  4,849 "
"2045","3PLAND","3P Land Holdings Limited","  4,842 "
"2046","LIBAS","Libas Consumer Products Limited","  4,742 "
"2047","SRPL","Shree Ram Proteins Limited","  4,712 "
"2048","SEL","Sungarner Energies Limited","  4,707 "
"2049","KONTOR","Kontor Space Limited","  4,703 "
"2050","VEEKAYEM","Veekayem Fashion and Apparels Limited","  4,683 "
"2051","NIDAN","Nidan Laboratories and Healthcare Limited","  4,629 "
"2052","SUPERSPIN","Super Spinning Mills Limited","  4,620 "
"2053","SAGARDEEP","Sagardeep Alloys Limited","  4,614 "
"2054","JFLLIFE","Jfl Life Sciences Limited","  4,564 "
"2055","EDUCOMP","Educomp Solutions Limited","  4,531 "
"2056","HAVISHA","Sri Havisha Hospitality and Infrastructure Limited","  4,529 "
"2057","SONUINFRA","Sonu Infratech Limited","  4,463 "
"2058","TGBHOTELS","TGB Banquets And Hotels Limited","  4,452 "
"2059","ADROITINFO","Adroit Infotech Limited","  4,449 "
"2060","ARISTO","Aristo Bio-Tech And Lifescience Limited","  4,425 "
"2061","SGL","STL Global Limited","  4,373 "
"2062","MARINETRAN","Marinetrans India Limited","  4,371 "
"2063","ASLIND","ASL Industries Limited","  4,344 "
"2064","GODHA","Godha Cabcon & Insulation Limited","  4,331 "
"2065","DIACABS","Diamond Power Infrastructure Limited","  4,319 "
"2066","LAXMICOT","Laxmi Cotspin Limited","  4,304 "
"2067","PATTECH","Pattech Fitwell Tube Components Limited","  4,189 "
"2068","JIWANRAM","Jiwanram Sheoduttrai Industries Limited","  4,158 "
"2069","COUNCODOS","Country Condo's Limited","  4,151 "
"2070","NEXTMEDIA","Next Mediaworks Limited","  4,147 "
"2071","TNTELE","Tamilnadu Telecommunication Limited","  4,133 "
"2072","ACEINTEG","Ace Integrated Solutions Limited","  4,131 "
"2073","AGUL","A G Universal Limited","  4,058 "
"2074","AGARWALFT","Agarwal Float Glass India Limited","  4,056 "
"2075","BALKRISHNA","Balkrishna Paper Mills Limited","  4,011 "
"2076","KKVAPOW","KKV Agro Powers Limited","  3,968 "
"2077","AMEYA","Ameya Precision Engineers Limited","  3,930 "
"2078","KHANDSE","Khandwala Securities Limited","  3,913 "
"2079","GATECH","GACM Technologies Limited","  3,893 "
"2080","TECILCHEM","TECIL Chemicals and Hydro Power Limited","  3,888 "
"2081","WALPAR","Walpar Nutritions Limited","  3,881 "
"2082","WILLAMAGOR","Williamson Magor & Company Limited","  3,829 "
"2083","SHAIVAL","Shaival Reality Limited","  3,825 "
"2084","BOHRAIND","Bohra Industries Limited","  3,824 "
"2085","SAHAJ","Sahaj Fashions Limited","  3,727 "
"2086","MEGAFLEX","Mega Flex Plastics Limited","  3,546 "
"2087","FMNL","Future Market Networks Limited","  3,539 "
"2088","21STCENMGM","21st Century Management Services Limited","  3,460 "
"2089","KSHITIJPOL","Kshitij Polyline Limited","  3,419 "
"2090","NKIND","NK Industries Limited","  3,414 "
"2091","HEADSUP","Heads UP Ventures Limited","  3,401 "
"2092","ROLLT","Rollatainers Limited","  3,377 "
"2093","PLADAINFO","Plada Infotech Services Limited","  3,357 "
"2094","GUJRAFFIA","Gujarat Raffia Industries Limited","  3,264 "
"2095","VILINBIO","Vilin Bio Med Limited","  3,250 "
"2096","KRIDHANINF","Kridhan Infra Limited","  3,222 "
"2097","VIVIDHA","Visagar Polytex Limited","  3,220 "
"2098","SABAR","Sabar Flex India Limited","  3,210 "
"2099","QUADPRO","Quadpro Ites Limited","  3,109 "
"2100","MITTAL","Mittal Life Style Limited","  3,062 "
"2101","NARMADA","Narmada Agrobase Limited","  3,015 "
"2102","INFOMEDIA","Infomedia Press Limited","  3,012 "
"2103","IMPEXFERRO","Impex Ferro Tech Limited","  2,990 "
"2104","KAUSHALYA","Kaushalya Infrastructure Development Corporation Limited","  2,944 "
"2105","QFIL","Quality Foils (India) Limited","  2,940 "
"2106","CONTI","Continental Seeds and Chemicals Limited","  2,886 "
"2107","MINDPOOL","Mindpool Technologies Limited","  2,871 "
"2108","KAVVERITEL","Kavveri Telecom Products Limited","  2,868 "
"2109","UNIINFO","Uniinfo Telecom Services Limited","  2,866 "
"2110","MTEDUCARE","MT Educare Limited","  2,853 "
"2111","LCCINFOTEC","LCC Infotech Limited","  2,848 "
"2112","KHAITANLTD","Khaitan (India) Limited","  2,845 "
"2113","CALSOFT","California Software Company Limited","  2,813 "
"2114","SILGO","Silgo Retail Limited","  2,799 "
"2115","MOXSH","Moxsh Overseas Educon Limited","  2,779 "
"2116","ORIENTALTL","Oriental Trimex Limited","  2,764 "
"2117","SUNREST","Sunrest Lifescience Limited","  2,723 "
"2118","RICHA","Richa Info Systems Limited","  2,722 "
"2119","HYBRIDFIN","Hybrid Financial Services Limited","  2,708 "
"2120","VCL","Vaxtex Cotfab Limited","  2,664 "
"2121","RITEZONE","Rite Zone Chemcon India Limited","  2,654 "
"2122","SUPREMEENG","Supreme Engineering Limited","  2,624 "
"2123","VERA","Vera Synthetic Limited","  2,566 "
"2124","LRRPL","Lead Reclaim And Rubber Products Limited","  2,500 "
"2125","MOHITIND","Mohit Industries Limited","  2,463 "
"2126","WINSOME","Winsome Yarns Limited","  2,404 "
"2127","OLIL","Oneclick Logistics India Limited","  2,386 "
"2128","MASKINVEST","Mask Investments Limited","  2,310 "
"2129","PERFECT","Perfect Infraengineers Limited","  2,301 "
"2130","ANTGRAPHIC","Antarctica Limited","  2,248 "
"2131","ONELIFECAP","Onelife Capital Advisors Limited","  2,238 "
"2132","MPTODAY","Madhya Pradesh Today Media Limited","  2,215 "
"2133","TECHIN","Techindia Nirman Limited","  2,149 "
"2134","SAROJA","Saroja Pharma Industries India Limited","  2,131 "
"2135","LYPSAGEMS","Lypsa Gems & Jewellery Limited","  2,123 "
"2136","SPENTEX","Spentex Industries Limited","  2,110 "
"2137","SHANTI","Shanti Overseas (India) Limited","  1,977 "
"2138","NAGREEKCAP","Nagreeka Capital & Infrastructure Limited","  1,962 "
"2139","EASTSILK","Eastern Silk Industries Limited","  1,895 "
"2140","ORTINLAB","Ortin Laboratories Limited","  1,878 "
"2141","GRETEX","Gretex Industries Limited","  1,872 "
"2142","TIJARIA","Tijaria Polypipes Limited","  1,832 "
"2143","OMKARCHEM","Omkar Speciality Chemicals Limited","  1,821 "
"2144","VIVO","Vivo Collaboration Solutions Limited","  1,814 "
"2145","SILLYMONKS","Silly Monks Entertainment Limited","  1,721 "
"2146","SPRL","Sp Refractories Limited","  1,700 "
"2147","AILIMITED","Abhishek Integrations Limited","  1,683 "
"2148","DIGJAMLMTD","Digjam Limited","  1,650 "
"2149","UMESLTD","Usha Martin Education & Solutions Limited","  1,638 "
"2150","VIJIFIN","Viji Finance Limited","  1,568 "
"2151","KANDARP","Kandarp Digi Smart BPO Limited","  1,525 "
"2152","BRIGHT","Bright Solar Limited","  1,525 "
"2153","TVVISION","TV Vision Limited","  1,511 "
"2154","KCK","Kck Industries Limited","  1,485 "
"2155","AMIABLE","Amiable Logistics (India) Limited","  1,434 "
"2156","JAKHARIA","JAKHARIA FABRIC LIMITED","  1,374 "
"2157","BLUECHIP","Blue Chip India Limited","  1,355 "
"2158","ARENTERP","Rajdarshan Industries Limited","  1,321 "
"2159","GLFL","Gujarat Lease Financing Limited","  1,302 "
"2160","NORBTEAEXP","Norben Tea & Exports Limited","  1,293 "
"2161","INNOVATIVE","Innovative Tyres and Tubes Limited","  1,214 "
"2162","KALYANI","Kalyani Commercials Limited","  1,193 "
"2163","TRANSWIND","Transwind Infrastructures Limited","  1,177 "
"2164","DRL","Dhanuka Realty Limited","  1,161 "
"2165","SMVD","SMVD Poly Pack Limited","  1,078 "
"2166","EUROTEXIND","Eurotex Industries and Exports Limited","  1,032 "
"2167","RADAAN","Radaan Mediaworks India Limited","  1,029 "
"2168","SHYAMTEL","Shyam Telecom Limited","  1,014 "
"2169","TARAPUR","Tarapur Transformers Limited","  1,004 "
"2170","SABTN","Sri Adhikari Brothers Television Network Limited","  978 "
"2171","MANAV","Manav Infra Projects Limited","  967 "
"2172","PREMIER","Premier Limited","  957 "
"2173","BKMINDST","Bkm Industries Limited","  917 "
"2174","ACCORD","Accord Synergy Limited","  877 "
"2175","ALPSINDUS","Alps Industries Limited","  861 "
"2176","DCMFINSERV","DCM Financial Services Limited","  855 "
"2177","ABNINT","A B N Intercorp Limited","  839 "
"2178","SANCO","Sanco Industries Limited","  837 "
"2179","AHIMSA","Ahimsa Industries Limited","  824 "
"2180","CREATIVEYE","Creative Eye Limited","  812 "
"2181","UNIVAFOODS","Univa Foods Limited","  795 "
"2182","JALAN","Jalan Transolutions (India) Limited","  785 "
"2183","BLUECOAST","Blue Coast Hotels Limited","  771 "
"2184","NIRAJISPAT","Niraj Ispat Industries Limited","  672 "
"2185","SABEVENTS","Sab Events & Governance Now Media Limited","  640 "
"2186","MELSTAR","Melstar Information Technologies Limited","  607 "
"2187","LAKPRE","Lakshmi Precision Screws Limited","  591 "
"2188","BHALCHANDR","Bhalchandram Clothing Limited","  476 "
"2189","SKSTEXTILE","SKS Textiles Limited","  425 "
"2190","VASA","Vasa Retail and Overseas Ltd","  342 "
